,Apple,Microsoft,Inflation
2021-07-31,-0.0026817035155017824,-0.0022224101454582303,49.208780766672284
2021-08-31,-0.002067152290364986,-0.0025918734378205144,-1.0414094697798426
2021-09-30,0.003272976340450386,0.0021409124204070373,30.420379797308012
2021-10-31,-0.001991752106097118,-0.006108315724030636,0.2745554346702759
2021-11-30,-0.004692560552433664,-4.724990726329941e-05,-0.6134229478640981
2021-12-31,-0.004343153646745363,-0.0004989997538466719,0.45361411909657323
2022-01-31,0.0022811313184049275,0.004234676015493283,0.7236894269321343
2022-02-28,0.0036733599421410247,0.002648664427024985,-0.46095547441684515
2022-03-31,-0.002674471108060956,-0.0018778146631857255,-0.25237774112279177
2022-04-30,0.00515676714127844,0.0045417433473772025,-0.369825468802656
2022-05-31,0.0033475044520051406,0.002340763324515483,0.4041576574322121
2022-06-30,0.003540761536499737,0.0025550927243453716,0.7128228706833002
2022-07-31,-0.007385710909035598,-0.00319297429141725,-0.5995197545050172
2022-08-31,0.0010927883053928093,0.002955409866661883,0.7903492715664482
2022-09-30,0.0052235312127679205,0.003928407073085769,0.033521298685646794
2022-10-31,-0.0023389577354355866,0.002996056312277834,-1.0828810248983378
2022-11-30,0.001149976247898614,-0.004864834980348948,-4.142364238596645
2022-12-31,0.00833081802274385,0.0030445238888685026,0.03698954336158167
2023-01-31,-0.007437110200395952,-0.0024633634713493945,-1.4299966794136099
2023-02-28,0.0001760604578331674,0.001573659432574312,-1.7456214208717662
2023-03-31,-0.00573438450524802,-0.006549293834250943,-4.559383755943474
2023-04-30,-0.0009988951923834742,-0.003026754001362863,-0.0348660134549974
2023-05-31,-0.002649156823829425,-0.003769613534031163,1.3264681182210056
2023-06-30,-0.0031156509706639925,-0.0006565015509151017,0.4097105992795218
2023-07-31,-0.0007843338117858089,0.0003973073781925518,-0.501976614675153
2023-08-31,0.0015207926959813476,0.0010624034913849054,0.33387620735277923
2023-09-30,0.004442652119170737,0.001134834579016325,-0.04915364908237052
2023-10-31,-3.0941712447168417e-06,-0.0031692591239547456,-0.6228209387672847
2023-11-30,-0.0044614640788732465,-0.00369015726654277,1.5727850077649723
2023-12-31,0.001557500852844118,0.0005304967122256532,-0.283501175559956
2024-01-31,-0.00022639151056864332,-0.003987743010625068,-1.3807584770758443
2024-02-29,0.0019903249514381773,-0.0013603496816212812,-5.011189887694433
2024-03-31,0.0028802442966145425,-0.0009910937365419925,-1.5524831257111948
